"00000",1
"00133",1
"00221",1
"00312",1
"01022",1
"01111",1
"01203",1
"01330",1
"02013",1
"02120",1
"02232",1
"02301",1
"03031",1
"03102",1
"03210",1
"03323",1
"10023",1
"10110",1
"10202",1
"10331",1
"11001",1
"11132",1
"11220",1
"11313",1
"12030",1
"12103",1
"12211",1
"12322",1
"13012",1
"13121",1
"13233",1
"13300",1
"20011",1
"20122",1
"20230",1
"20303",1
"21033",1
"21100",1
"21212",1
"21321",1
"22002",1
"22131",1
"22223",1
"22310",1
"23020",1
"23113",1
"23201",1
"23332",1
"30032",1
"30101",1
"30213",1
"30320",1
"31010",1
"31123",1
"31231",1
"31302",1
"32021",1
"32112",1
"32200",1
"32333",1
"33003",1
"33130",1
"33222",1
"33311",1
